hausnummer,latitude,longitude,name,ort,plz,strasse,typ
31,47.389892,8.170906,coop-supermarkt-lenzburg,Lenzburg,5600,Augustin-Keller-Strasse,retail
31,47.389892,8.170906,coop-restaurant-lenzburg,Lenzburg,5600,Augustin-Keller-Strasse,restaurant
31,47.389892,8.170906,coop-vitality-lenzburg,Lenzburg,5600,Augustin-Keller-Strasse,vitality
31,47.389961,8.171371,impo-lenzburg-ip,Lenzburg,5600,Augustin-Keller-Strasse,impo
1,47.175695,8.901946,coop-supermarkt-siebnen,Siebnen,8854,Stockbergstrasse,retail
5,47.388539,8.137988,coop-restaurant-schafisheim,Schafisheim,5503,Rupperswilerstrasse,restaurant
10,47.350534,7.90293,coop-supermarkt-city-olten,Olten,4600,Baslerstrasse,retail
10,47.350534,7.90293,coop-city-city-olten,Olten,4600,Baslerstrasse,city
10,47.350534,7.90293,coop-restaurant-olten,Olten,4600,Baslerstrasse,restaurant
10,47.350534,7.90293,impo-olten-city-ip,Olten,4601,Baslerstrasse,impo
10,47.350534,7.90293,christ-olten-baslerstrasse-christ,Olten,4600,Baslerstr.,christ
,47.352133,7.907894,coop-supermarkt-olten-bahnhof,Olten,4600,Im Bahnhof,retail
,46.439574,8.95296,coop-supermarkt-dongio,Dongio,6715,Centro Commerciale ISRA,retail
5,47.373237,8.001861,coop-supermarkt-schoenenwerd,Schönenwerd,5012,Gösgerstrasse,retail
37,47.351723,7.902411,interdiscount-olten-baslerstrasse,Olten,4600,Baslerstrasse,id
32,47.373165,7.999887,pronto-schoenenwerd,Schönenwerd,5012,Gösgerstrasse,pronto
9,47.334214,7.841663,coop-supermarkt-haegendorf,Hägendorf,4614,Eigasse,retail
83,47.343381,7.871082,coop-supermarkt-wangen-bei-olten,Wangen bei Olten,4612,Dorfstrasse,retail
19,47.273789,7.693074,pronto-niederbipp,Niederbipp,4704,Untere Dürrmühlestrasse,pronto
1,47.358041,8.523241,coop-city-city-zuerich-sihlcity,Zürich,8045,Kalanderplatz,city
1,47.358041,8.523241,impo-zuerich-sihlcity-city-ip,Zürich,8045,Kalanderplatz,impo
1,47.358041,8.523241,christ-zuerich-sihlcity-christ,Zürich,8045,Kalanderplatz,christ
1,47.358209,8.522596,interdiscount-zuerich-sihlcity,Zürich,8045,Kalanderplatz,id
1,47.358068,8.523189,coop-supermarkt-zuerich-sihlcity-supermarkt,Zürich,8045,Kalanderplatz,retail
1,47.358086,8.523216,coop-vitality-zuerich-sihl-city,Zürich,8045,Kalanderplatz,vitality
20,47.341949,7.864269,pronto-wangen-bei-olten,Wangen b. Olten,4612,Dorfstrasse,pronto
2,46.987895,7.384808,coop-supermarkt-uettligen,Uettligen,3043,Säriswilstrasse,retail
13,47.304019,8.691562,coop-supermarkt-egg,Egg ZH,8132,Gewerbestrasse,retail
2,47.289135,7.719691,coop-supermarkt-oensingen,Oensingen,4702,Mühlefeldcenter,retail
45,47.201427,7.569557,coop-bau-hobby-b-h-zuchwil,Zuchwil,4528,Dorfackerstrasse,bh
3,47.32147,7.794741,coop-supermarkt-egerkingen,Egerkingen,4622,Bahnhofstrasse,retail
15,47.252851,7.647491,coop-supermarkt-wiedlisbach,Wiedlisbach,4537,Bahnhofstrasse,retail
,47.202821,7.569547,interdiscount-zuchwil-xxl,Zuchwil,4528,Einkaufszentrum N5 (A5),id
14,47.332706,8.623391,coop-supermarkt-zumikon,Zumikon,8126,Dorfplatz,retail
17,47.231625,8.83674,coop-supermarkt-jona-eisenhof,Jona,8645,Allmeindstrasse,retail
19,47.215995,7.58686,coop-supermarkt-luterbach,Luterbach,4542,Hauptstrasse,retail
199,47.353372,8.559083,coop-supermarkt-zuerich-tiefenbrunnen,Zürich,8008,Seefeldstrasse,retail
20,47.232475,8.837119,coop-vitality-jona,Jona,8645,Allmeindstrasse,vitality
85,47.370501,8.491982,coop-supermarkt-zuerich-triemli,Zürich,8047,In der Ey,retail
52,47.389721,8.070244,coop-supermarkt-buchs-ag,Buchs,5033,Mitteldorfstrasse,retail
39,47.336808,8.618189,coop-supermarkt-zumikon-morgental,Zumikon,8126,Morgental,retail
20,47.364952,8.521038,coop-supermarkt-zuerich-manessehof,Zürich,8045,Uetlibergstrasse,retail
79,47.38503,8.422313,coop-supermarkt-urdorf,Urdorf,8902,Birmensdorferstrasse,retail
9,47.22842,8.84874,lumimart-jona,Jona,8645,Feldlistrasse,lumimart
9,47.22841,8.848819,coop-bau-hobby-b-h-jona,Jona,8645,Feldlistrasse,bh
2,47.400744,8.215646,coop-supermarkt-othmarsingen,Othmarsingen,5504,Bünzweg,retail
123,47.358103,8.554457,coop-supermarkt-zuerich-seefeld,Zürich,8008,Seefeldstrasse,retail
10,47.364427,8.530957,coop-supermarkt-zuerich-enge-bahnhof,Zürich,8002,Tessinerplatz,retail
3,47.364415,8.532188,pronto-zuerich-am-bahnhof-enge,Zürich,8002,Tessinerplatz,pronto
120,47.229777,8.848855,coop-supermarkt-jona-center,Jona,8645,St. Gallerstrasse,retail
8,46.311441,7.643967,coop-supermarkt-susten,Susten,3952,Bahnhofstrasse,retail
134,47.347011,8.596643,coop-supermarkt-zollikerberg-neumuenster,Zollikerberg,8125,Forchstrasse,retail
115,47.387469,8.026526,coop-bau-hobby-b-h-woeschnau,Wöschnau,5012,Industriestrasse,bh
5,47.361527,7.900232,coop-supermarkt-trimbach,Trimbach,4632,Winznauerstrasse,retail
54,47.203336,7.558963,coop-supermarkt-zuchwil,Zuchwil,4528,Hauptstrasse,retail
334,47.375852,8.487069,ca-puccini-zuerich-a-park-ca-puccini,Zürich,8047,Albisriedstrasse,capuccini
334,47.375888,8.487096,coop-supermarkt-zuerich-a-park,Zürich,8047,Albisriederstrasse,retail
180,47.346122,8.601852,coop-supermarkt-zollikerberg,Zollikerberg,8125,Forchstrasse,retail
3,47.370097,8.514271,coop-supermarkt-zuerich-zentrum-friesenberg,Zürich,8045,Friesenbergplatz,retail
3C,47.391539,8.051657,sapori-ditalia-aarau-bahnhof-sapori,Aarau,5000,Bahnhofplatz,sapori
3D,47.391868,8.052429,coop-supermarkt-aarau-bahnhof,Aarau,5000,Bahnhofplatz,retail
11,47.391247,8.045653,impo-aarau-hintere-vorstadt-11-ip,Aarau,5000,Hintere Vorstadt,impo
11,47.391265,8.045627,christ-aarau-christ,Aarau,5000,Hintere Vorstadt,christ
10,47.391476,8.044901,impo-aarau-hintere-vorstadt-ip,Aarau,5000,Hintere Vorstadt,impo
159,47.373698,8.50236,coop-supermarkt-zuerich-gutstrasse,Zürich,8047,Gutstrasse,retail
17,47.391677,8.045976,coop-supermarkt-city-aarau-food,Aarau,5000,Igelweid,retail
17,47.391677,8.045976,coop-city-city-aarau,Aarau,5000,Igelweid,city
17,47.391677,8.045976,coop-restaurant-aarau,Aarau,5000,Igelweid,restaurant
200,47.370729,8.515939,coop-supermarkt-zuerich-wiedikon,Zürich,8003,Birmensdorferstrasse,retail
200,47.370729,8.515939,coop-restaurant-zuerich-wiedikon,Zürich,8003,Birmensdorferstrasse,restaurant
200,47.370756,8.515926,coop-vitality-zuerich-wiedikon,Zürich,8003,Birmensdorferstrasse,vitality
29,47.391888,8.04525,interdiscount-aarau-xxl,Aarau,5000,Graben,id
42,46.994913,9.075389,coop-supermarkt-schwanden,Schwanden,8762,Hauptstrasse,retail
35,47.363084,8.550033,coop-supermarkt-zuerich-brotgasse,Zürich,8008,Seefeldstrasse,retail
116,47.366337,7.909713,coop-bau-hobby-b-h-trimbach,Trimbach,4632,Winznauerstrasse,bh
19,47.367773,8.535713,coop-supermarkt-zuerich-bleicherweg,Zürich,8002,Bleicherweg,retail
55,47.371372,8.525075,pronto-zuerich-wiedikon,Zürich,8004,Birmensdorferstrasse,pronto
4,47.364351,8.554919,coop-supermarkt-zuerich-kreuzplatz,Zürich,8008,Forchstrasse,retail
99,46.31598,7.625133,pronto-susten,Susten,3952,Kantonstrasse,pronto
10,47.366568,8.547895,impo-zuerich-stadelhof-ip,Zürich,8001,Stadelhoferstrasse,impo
18,47.3671,8.545867,impo-zuerich-bellevue-city-ip,Zürich,8024,Theaterstrasse,impo
18,47.367091,8.545907,coop-supermarkt-city-zuerich-bellevue-food,Zürich,8024,Theaterstrasse,retail
18,47.367091,8.545907,coop-restaurant-zuerich-bellevue,Zürich,8024,Theaterstrasse,restaurant
10,47.366604,8.547856,coop-supermarkt-zuerich-stadelhofen,Zürich,8001,Stadelhoferstrasse,retail
8,47.366604,8.547856,zopf-stadelhofen-bhf-marche-z-z,Zürich,8001,Stadelhoferstrasse,zopf
18,47.367134,8.54608,coop-city-city-zuerich-bellevue,Zürich,8001,Theaterstrasse,city
8,47.3666,8.548359,coop-to-go-zuerich-stadelhofen-to-go,Zürich,8001,Stadelhoferstrasse,togo
20,47.368993,8.539776,interdiscount-zuerich-shop-ville,Zürich,8001,Bahnhofpassage,id
16,47.370026,8.537096,coop-supermarkt-zuerich-baerengasse,Zürich,8001,Bärengasse,retail
18,47.398362,8.062425,pronto-aarau-telli,Aarau,5004,Delfterstrasse,pronto
67,47.398025,8.058209,coop-supermarkt-aarau-telli,Aarau,5004,Tellistrasse,retail
67,47.398025,8.058209,coop-restaurant-aarau-telli,Aarau,5004,Tellistrasse,restaurant
244,47.375819,8.517061,coop-supermarkt-zuerich-lochergut,Zürich,8004,Badenerstrasse,retail
67,47.398593,8.05803,impo-aarau-telli-ip,Aarau,5004,Tellistrasse,impo
120,47.374452,8.523747,pronto-zuerich-badenerstrasse-120,Zürich,8004,Badenerstrasse,pronto
44,47.373438,8.528242,pronto-zuerich-stauffacher,Zürich,8004,Badenerstrasse,pronto
300,47.377791,8.510043,interdiscount-zuerich-albisriederplatz,Zürich,8003,Zurlindenstrasse,id
333,47.377691,8.511167,coop-supermarkt-zuerich-albisriederplatz,Zürich,8003,Badenerstrasse,retail
15,47.373337,8.530425,coop-to-go-zuerich-stauffacher-to-go,Zürich,8004,Badenerstrasse,togo
15,47.373427,8.53044,interdiscount-zuerich-stauffacher,Zürich,8004,Badenerstrasse,id
15,47.373445,8.5304,coop-supermarkt-zuerich-stauffacher,Zürich,8004,Badenerstrasse,retail
48,47.401913,8.080841,coop-supermarkt-rohr,Rohr,5032,Hauptstrasse,retail
2,47.373756,8.529824,impo-zuerich-lutherstrasse-ip,Zürich,8004,Lutherstrasse,impo
15,47.364144,8.566962,pronto-zuerich-klusplatz,Zürich,8032,Witikonerstrasse,pronto
7,47.373416,8.534425,pronto-zuerich-loewenstrasse,Zürich,8001,Löwenstrasse,pronto
34,47.373138,8.53622,interdiscount-zuerich-sihlstrasse-xxl,Zürich,8001,Sihlstrasse,id
57,47.372925,8.537818,coop-supermarkt-city-zuerich-st--annahof-food,Zürich,8001,Bahnhofstrasse,retail
57,47.372925,8.537818,coop-city-city-zuerich-st--annahof,Zürich,8001,Bahnhofstrasse,city
57,47.372925,8.537818,coop-restaurant-zuerich-st--annahof,Zürich,8001,Bahnhofstrasse,restaurant
57,47.372925,8.537818,take-it-city-st--annahof-take-it,Zürich,8001,Bahnhofstrasse,takeit
57,47.372943,8.537766,impo-zuerich-st--annahof-city-ip,Zürich,8001,Bahnhofstrasse,impo
19,46.555884,7.373528,coop-supermarkt-zweisimmen,Zweisimmen,3770,Thunstrasse,retail
104,47.367819,8.56083,coop-supermarkt-zuerich-roemerhof,Zürich,8032,Klosbachstrasse,retail
1,47.374267,8.537621,christ-zuerich-jelmoli-christ,Zürich,8021,Seidengasse,christ
6,47.412054,8.223033,pronto-maegenwil,Mägenwil,5506,Weststrasse,pronto
35,47.377116,8.526463,coop-supermarkt-zuerich-hohlstrasse,Zürich,8004,Hohlstrasse,retail
9,47.398128,8.417865,coop-supermarkt-dietikon-brunau,Dietikon,8953,Birmendorferstrasse,retail
575,47.38456,8.495942,pronto-zuerich-kiss,Zürich,8048,Badenerstrasse,pronto
78,47.374937,8.539038,christ-zuerich-bahnhofstrasse-christ,Zürich,8001,Bahnhofstr.,christ
14,47.38976,8.471991,coop-supermarkt-zuerich-suteracher,Zürich,8048,Am Suteracher,retail
6,46.456249,7.442334,coop-supermarkt-lenk,Lenk,3775,Kronenplatz,retail
6,47.387598,8.485287,coop-supermarkt-zuerich-lindenplatz,Zürich,8048,Lindenplatz,retail
409,47.360161,8.59493,coop-supermarkt-zuerich-witikonerstrasse,Zürich,8053,Witikonerstrasse,retail
19,47.204696,7.53843,coop-supermarkt-solothurn-rosengarten,Solothurn,4500,Rossmarktplatz,retail
81,47.375954,8.539019,impo-zuerich-bahnhofstrasse-ip,Zürich,8001,Bahnhofstrasse,impo
81,47.375981,8.538994,coop-vitality-zuerich-bahnhofstrasse,Zürich,8001,Bahnhofstrasse,vitality
52,47.37628,8.537795,interdiscount-zuerich-loewenstrasse,Zürich,8001,Löwenstrasse,id
650,47.387481,8.489218,coop-supermarkt-zuerich-altstetten,Zürich,8048,Badenerstrasse,retail
30,46.89002,7.316912,pronto-flamatt,Flamatt,3175,Bernstrasse,pronto
50,47.386351,8.498772,karma-shop-zuerich-letzipark-karma,Zürich,8048,Baslerstrasse,karma
50,47.386351,8.498772,coop-to-go-letzipark-to-go,Zürich,8048,Baslerstrasse,togo
50,47.386351,8.498772,interdiscount-zuerich-letzipark,Zürich,8066,Baslerstrasse,id
50,47.38636,8.498772,coop-supermarkt-zuerich-letzipark,Zürich,8048,Baslerstrasse,retail
50,47.38636,8.498772,coop-bau-hobby-b-h-zuerich-letzipark,Zürich,8048,Baslerstrasse,bh
50,47.38636,8.498772,take-it-zuerich-letzipark-take-it,Zürich,8048,Baslerstrasse,takeit
5,47.378098,8.534945,coop-supermarkt-zuerich-europaallee-passage,Zürich,8001,Europaalle,retail
,47.386293,8.499181,impo-zuerich-letzipark-ip,Zürich,8066,Einkaufszentrum Letzipark,impo
50,47.386486,8.498748,coop-vitality-zuerich-letzipark,Zürich,8048,Baslerstrasse,vitality
2,46.24572,8.704692,coop-supermarkt-maggia,Maggia,6673,Via Lüvèira,retail
1,47.376707,8.54212,coop-supermarkt-zuerich-bahnhofbruecke,Zürich,8001,Bahnhofbrücke,retail
22+24,47.403744,8.402587,coop-supermarkt-dietikon-florastrasse,Dietikon,8953,Florastrasse,retail
9,47.396847,8.448707,impo-schlieren-ip,Schlieren,8952,Uitikonerstr.,impo
,47.37777,8.540077,christ-zuerich-hauptbahnhof,Zürich,8001,Passage Löwenstrasse,christ
,47.377722,8.540367,coop-to-go-zuerich-hb-to-go,Zürich,8001,Halle Landesmuseum,togo
,47.377777,8.540289,coop-supermarkt-zuerich-shopville-hb,Zürich,8021,Halle Löwenstrasse,retail
61,47.377777,8.540289,impo-zuerich-shopville-ip,Zürich,8001,Löwenstrasse,impo
10,47.39846,8.006909,coop-supermarkt-erlinsbach,Erlinsbach,5015,Stüsslingerstrasse,retail
461,47.387483,8.498874,pronto-zuerich-letzipark,Zürich,8048,Hohlstrasse,pronto
6,47.397295,8.448875,coop-supermarkt-schlieren-lilien,Schlieren,8952,Zürcherstrasse,retail
6,47.397295,8.448875,coop-restaurant-schlieren-lilien,Schlieren,8952,Zürcherstrasse,restaurant
,47.378235,8.540311,zopf-zuerich-bhf-marche-z-z,Zürich,8001,Passage Gessnerallee,zopf
,47.378235,8.540311,interdiscount-zuerich-hauptbahnhof,Zürich,8001,Halle Landesmuseum / Zürich HB,id
38,47.405818,8.392197,coop-supermarkt-dietikon-steinmuerlistrasse,Dietikon,8953,Steinmürlistrasse,retail
20,46.889702,7.314092,coop-supermarkt-flamatt,Flamatt,3175,Bernstrasse,retail
37-39,47.207522,7.536455,interdiscount-solothurn-hauptgasse-37,Solothurn,4500,Hauptgasse,id
2,47.208035,7.536747,impo-solothurn-marktplatz-ip,Solothurn,4500,Marktplatz,impo
1/3,47.041035,7.378978,coop-supermarkt-schuepfen,Schüpfen,3054,Leiernstrasse,retail
812,47.393353,8.474485,pronto-zuerich-altstetten,Zürich-Altstetten,8048,Badenerstrasse,pronto
12,47.208062,7.536337,christ-solothurn-manor-christ,Solothurn,4500,Gurzelngasse,christ
42,47.380479,8.534253,coop-supermarkt-zuerich-zollstrasse,Zürich,8005,Zollstrasse,retail
1,47.304124,7.694832,pronto-klus-balsthal,Klus-Balsthal,4710,Wengimattstrasse,pronto
6-8,47.04017,9.069598,coop-supermarkt-glarus,Glarus,8750,Burgstrasse,retail
560,47.390999,8.489168,pronto-zuerich-hohlstrasse,Zürich,8048,Hohlstrasse,pronto
6,47.207245,7.533841,coop-supermarkt-solothurn-westring,Solothurn,4500,Schanzenstrasse,retail
5,47.40025,8.441075,coop-supermarkt-schlieren-rietpark,Schlieren,8952,Goldschlägiplatz,retail
11,47.406142,8.404114,pronto-dietikon-am-bahnhof,Dietikon,8953,Bahnhofplatz,pronto
50-52,47.382842,8.529785,coop-to-go-zuerich-neugasse,Zürich,8005,Neugasse,togo
1,47.38585,8.516893,coop-supermarkt-zuerich-maagplatz,Zürich,8005,Maagplatz,retail
,47.392161,8.490012,coop-supermarkt-zuerich-westlink,Zürich,8048,Vulkanplatz,retail
221,47.38649,8.517714,pronto-zuerich-prime-tower,Zürich,8005,Hardstrasse,pronto
110,47.351238,8.642426,coop-supermarkt-ebmatingen-getraenkemarkt,Ebmatingen,8123,Zürichstrasse,retail
75,47.376403,8.559713,coop-supermarkt-zuerich-fluntern,Zürich,8044,Zürichbergstrasse,retail
48,47.38471,8.527254,coop-supermarkt-zuerich-josefstrasse,Zürich,8005,Röntgenstrasse,retail
21,47.418725,8.269898,coop-vitality-reusstalcenter,Mellingen,5507,Birrfeldstrasse,vitality
21,47.418752,8.269925,coop-supermarkt-mellingen,Mellingen,5507,Birrfeldstrasse,retail
3,47.270128,8.823329,coop-supermarkt-bubikon,Bubikon,8608,Ritterhausstrasse,retail
,47.305563,8.757301,coop-supermarkt-gossau-zh,Gossau,8625,Büelgass,retail
106,47.391232,8.507942,coop-supermarkt-zuerich-hard-turm-park,Zürich,8005,Pfingstweidstrasse,retail
1,47.067796,9.057758,pronto-netstal,Netstal,8754,Grosszaun,pronto
,46.412378,8.977502,coop-supermarkt-malvaglia,Malvaglia,6713,Malvaglia,retail
41,47.067397,9.058615,interdiscount-netstal,Netstal,8754,Molliserstrasse,id
41,47.067388,9.058654,coop-supermarkt-netstal-wiggispark,Netstal,8754,Molliserstrasse,retail
41,47.067388,9.058654,coop-bau-hobby-b-h-netstal-wiggispark,Netstal,8754,Molliserstrasse,bh
41,47.067388,9.058654,coop-restaurant-netstal-wiggispark,Netstal,8754,Molliserstrasse,restaurant
41,47.067378,9.05872,impo-netstal-wiggispark-ip,Netstal,8754,Molliserstrasse,impo
73,47.382516,8.547962,coop-supermarkt-zuerich-universitaetstrasse,Zürich,8006,Universitätstrasse,retail
11,47.257336,8.850019,coop-supermarkt-rueti,Rüti,8630,Bandwiesstrasse,retail
18,47.390511,8.517743,coop-supermarkt-zuerich-puls-5,Zürich,8005,Giessereistrasse,retail
101,47.384017,8.548033,coop-supermarkt-zuerich-rigiplatz,Zürich,8006,Universitätstrasse,retail
2,46.89405,7.301813,coop-supermarkt-neuenegg,Neuenegg,3176,Dorfplatz,retail
2,47.423385,8.305344,coop-supermarkt-niederrohrdorf,Niederrohrdorf,5443,Zentrum,retail
2,47.423891,8.305047,coop-vitality-niederrohrdorf,Niederrohrdorf,5443,Zentrum,vitality
1-3,47.414755,8.401302,coop-restaurant-personal-dietikon,Dietikon,8953,Reservatstrasse,restaurant
10,46.739972,7.290074,coop-supermarkt-plaffeien,Plaffeien,1716,Oberi Matta,retail
22,47.392623,8.524647,coop-supermarkt-zuerich-wipkingerbruecke,Zürich,8037,Röschibachstrasse,retail
19,47.415097,8.047992,coop-supermarkt-kuettigen,Küttigen,5024,Hauptstrasse,retail
705c,46.197033,7.839122,coop-supermarkt-graechen,Grächen,3925,Millegga,retail
146,47.399623,8.497287,pronto-zuerich-hoengg,Zürich,8049,Am Wasser,pronto
2,47.208086,7.515879,coop-supermarkt-solothurn-bruehl,Solothurn,4500,Brunngrabenstrasse,retail
8a,47.41665,8.396274,pronto-dietikon,Dietikon,8953,Silbernstrasse,pronto
1,47.316582,7.694759,coop-supermarkt-balsthal,Balsthal,4710,Kirchgässli,retail
60,47.167397,8.980024,coop-supermarkt-reichenburg,Reichenburg,8864,Kantonsstrasse,retail
12,47.3938,8.529585,coop-supermarkt-zuerich-scheffelstrasse,Zürich,8037,Scheffelstrasse,retail
9,47.418303,8.392182,coop-supermarkt-dietikon-silbern,Dietikon,8953,Silbernstrasse,retail
9,47.418303,8.392182,coop-restaurant-dietikon-silbern,Dietikon,8953,Silbernstrasse,restaurant
9,47.418303,8.392182,coop-vitality-dietikon,Dietikon,8953,Silbernstrasse,vitality
5,47.392226,8.538097,pronto-zuerich-hofwiesenstrasse,Zürich,8057,Hofwiesenstrasse,pronto
20,47.418707,8.393316,coop-bau-hobby-b-h-dietikon,Dietikon,8953,Silbernstrasse,bh
9,47.421623,8.36881,interdiscount-spreitenbach-shopping-center,Spreitenbach,8957,Hochhaus,id
80,47.428308,8.275627,pronto-mellingen,Mellingen,5507,Bahnhofstrasse,pronto
,47.421888,8.368351,christ-spreitenbach-tivoli-christ,Spreitenbach,8957,Shopping-Center,christ
7,47.421985,8.368631,impo-spreitenbach-ip,Spreitenbach,8957,Hochhaus,impo
,47.422066,8.368539,coop-supermarkt-spreitenbach-shopping-center,Spreitenbach,8957,Einkaufscenter Shoppi,retail
9,47.40269,8.498302,coop-supermarkt-zuerich-hoenggermarkt,Zürich,8049,Regensdorferstrasse,retail
43,47.429386,8.166797,pronto-holderbank,Holderbank,5113,Hauptstrasse,pronto
149,47.410601,8.457793,coop-supermarkt-oberengstringen,Oberengstringen,8102,Zürcherstrasse,retail
20,47.406413,8.481615,coop-supermarkt-zuerich-bombach,Zürich,8049,Frankentalerstrasse,retail
6,47.424566,8.370836,livique-spreitenbach,Spreitenbach,8957,Pfadackerstrasse,livique
25,47.419187,8.414436,pronto-geroldswil,Geroldswil,8954,Limmatalstrasse,pronto
1-5,47.395721,8.540461,coop-supermarkt-zuerich-milchbuck,Zürich,8057,Milchbuckstrasse,retail
10,47.346121,8.702067,coop-supermarkt-uster-niederuster,Uster,8610,Sonnenbergstrasse,retail
2,47.211088,7.505614,pronto-bellach,Bellach,4512,Gurzelenstrasse,pronto
5,47.422243,8.410489,coop-supermarkt-geroldswil,Geroldswil,8954,Poststrasse,retail
11,47.428605,8.359574,lumimart-spreitenbach,Spreitenbach,8957,Güterstrasse,lumimart
16,47.220086,7.515104,coop-supermarkt-langendorf,Langendorf,4513,Weissensteinstrasse,retail
8/10,47.371008,8.641734,coop-supermarkt-faellanden,Fällanden,8117,Wigartenstrasse,retail
10,47.407848,8.507613,coop-to-go-zuerich-eth-fusion-to-go,Zürich,8049,Vladimir-Prelog-Weg,togo
15,47.41378,8.479546,coop-supermarkt-zuerich-ruetihof,Zürich,8049,Rütihofstrasse,retail
14,47.408385,8.507955,coop-supermarkt-zuerich-eth-hoenggerberg,Zürich,8049,Wolfgang-Pauli-Strasse,retail
15,47.212649,7.4966,coop-supermarkt-bellach,Bellach,4512,Dorfstrasse,retail
40,47.345049,8.730682,coop-supermarkt-uster-oberuster,Uster,8610,Aathalstrasse,retail
,47.43805,8.346984,burger-burger-king-wuerenlos,Würenlos,5436,A1,burger
15,47.240742,8.919882,coop-supermarkt-eschenbach,Eschenbach,8733,Obergass,retail
,47.351588,8.716201,coop-supermarkt-uster-bahnhof,Uster,8610,Uster Bahnhof,retail
A1,47.43848,8.347243,impo-wuerenlos-ip,Würenlos,5436,Shopping-Brücke,impo
A1,47.438531,8.347562,christ-wuerenlos-christ,Würenlos,5436,Shopping Brücke,christ
,47.43855,8.34747,interdiscount-wuerenlos,Würenlos,5436,Shopping Brücke A1,id
,47.438585,8.347629,marche-marche-wuerenlos,Würenlos,5436,A1,marche
38,47.30644,8.816904,pronto-hinwil-center,Hinwil,8340,Wässeristrasse,pronto
18,47.354194,8.713987,coop-supermarkt-uster-winterthurerstrasse,Uster,8610,Winterthurerstrasse,retail
12,47.342088,7.703615,coop-supermarkt-muemliswil,Mümliswil,4717,Hintere Gasse,retail
38,47.306535,8.818017,interdiscount-hinwil,Hinwil,8340,Wässeristrasse,id
38,47.306626,8.817954,coop-supermarkt-hinwil-center,Hinwil,8340,Wässeristrasse,retail
38,47.306626,8.817954,coop-restaurant-hinwil-center,Hinwil,8340,Wässeristrasse,restaurant
35,47.408812,8.543845,interdiscount-zuerich-baumackerstrasse,Zürich,8050,Baumackerstrasse,id
63,47.306752,7.628924,coop-supermarkt-matzendorf,Matzendorf,4713,Dorfstrasse,retail
39/41,47.407708,8.549281,coop-supermarkt-zuerich-dorflinde,Zürich,8050,Schwamendingerstrasse,retail
7,47.409869,8.545285,impo-zuerich-querstrasse-ip,Zürich,8050,Querstrasse,impo
549,47.418868,8.505594,coop-supermarkt-zuerich-wehntalerstrasse,Zürich,8046,Wehntalerstrasse,retail
5,46.774599,9.191055,coop-bau-hobby-b-h-ilanz,Ilanz,7130,Via Grüneck,bh
447,47.397288,8.596398,pronto-zuerich-stettbach-bahnhof,Zürich-Stettbach,8051,Dübendorfstrasse,pronto
1,47.41036,8.546567,coop-city-city-oerlikon,Zürich,8050,Wallisellenstrasse,city
1,47.41036,8.546567,impo-zuerich-oerlikon-city-ip,Zürich,8050,Wallisellenstrasse,impo
1,47.410377,8.546674,coop-supermarkt-city-zuerich-oerlikon-food,Zürich,8050,Wallisellenstrasse,retail
14,47.299129,8.837649,coop-supermarkt-hinwil-hiwi-maert,Hinwil,8340,Gossauerstrasse,retail
14,47.299165,8.837583,livique-hinwil,Hinwil,8340,Gossauerstrasse,livique
370,47.41125,8.544731,coop-supermarkt-zuerich-hofwiesenstrasse,Zürich,8050,Hofwiesenstrasse,retail
369,47.411472,8.544112,impo-zh-oerlikon-bahnhof,Zürich,8050,Hofwiesenstrasse,impo
369,47.411471,8.544179,pronto-zuerich-oerlikon-bahnhof,Zürich,8050,Hofwiesenstrasse,pronto
16,47.127192,9.055323,coop-supermarkt-niederurnen,Niederurnen,8867,Ziegelbrückstrasse,retail
12,47.404854,8.571746,coop-supermarkt-zuerich-schwamendingen,Zürich,8051,Saatlenstrasse,retail
1,47.448986,8.214971,coop-supermarkt-lupfig,Lupfig,5242,Hauserstrasse,retail
24,46.774621,9.192601,coop-supermarkt-ilanz,Ilanz,7130,Via Crappa Grossa,retail
4,47.412919,8.540459,coop-supermarkt-zuerich-eleven,Zürich,8050,Sophie Täuber Strasse,retail
4,47.412919,8.540459,coop-restaurant-zuerich-eleven,Zürich,8050,Sophie Täuber Strasse,restaurant
4,47.412919,8.540459,coop-vitality-oerlikon-center-eleven,Zürich,8050,Sophie Täuber Strasse,vitality
2,47.412919,8.540459,coop-to-go-zuerich-eleven-to-go,Zürich,8050,Sophie-Taeuber-Strasse,togo
4,47.412919,8.540459,interdiscount-zuerich-eleven,Zürich,8050,Sophie Täuber Strasse,id
389,47.412204,8.546553,coop-to-go-zuerich-oerlikon-bhf-to-go,Zürich,8050,Schaffhauserstrasse,togo
55,47.302634,8.834963,halba-schoggihuesli-schoggihuesli-hinwil,Hinwil,8340,Zürichstrasse,halba
1,47.443164,8.362305,coop-supermarkt-wuerenlos,Würenlos,5436,Poststrasse,retail
4,47.41377,8.54086,coop-bau-hobby-b-h-zuerich-oerlikon-eleven,Zürich,8050,Sophie-Taeuber-Strasse,bh
5,47.412548,8.546401,coop-supermarkt-zuerich-andreasturm,Zürich,8050,Andreasstrasse,retail
1,47.137564,9.049598,pronto-glarnerland-raststaette,Niederurnen,8867,Niederacher,pronto
,47.137563,9.049677,marche-marche-glarnerland,Niederurnen,8867,A3,marche
,47.137819,9.0507,burger-burger-king-glarnerland,Ziegelbrücke,8866,A3,burger
